X1	X2	Y	Dataset
484.1372192	-0.573833955	1	Train
1.8982815299999984	-2.037017075	1	Train
93.68556663	1.255181875	0	Train
275.93529016	-1.219717881	0	Train
439.73635178	0.064168459	1	Train
-34.93055512999999	-2.983165534	1	Train
-88.27090204999999	7.66374585	0	Train
-86.28341963000001	7.442158437	0	Train
444.25013476	-2.693018311	1	Train
14.853375429999993	-1.357664434	0	Train
-151.79430017	3.18272547	1	Train
88.65536852000001	-10.07637031	1	Train
291.54746072	-4.031778954	1	Train
-89.90676278000004	2.977125393	0	Train
468.76467418	-4.221859487	0	Train
37.49956277000002	-0.843518406	1	Train
114.80595802	-6.33038241	1	Train
-242.20401453	0.063107002	1	Train
65.13075328	5.35485479	0	Train
-46.30520296	-5.673516106	1	Train
127.64605781	3.091928893	0	Train
118.76194467	-7.313500775	1	Train
647.10639284	-5.717881661	1	Train
122.44319392	-0.995896485	0	Train
357.79626173	3.47014317	0	Train
210.55754458	1.23046319	0	Train
-18.32741515	-7.508788847	1	Train
380.79352378	5.271510011	0	Train
39.826935160000005	0.013734858	0	Train
342.5228372	5.952331974	0	Train
247.24375078	-5.636968989	1	Train
211.31198918	9.149234918	0	Train
586.20882975	2.917961603	1	Train
99.75173947000002	-2.763020353	0	Train
98.48302551999998	-10.29811521	1	Train
455.18360318	-7.643671889	1	Train
241.01740898	-1.550250681	0	Train
223.60695011	-3.329199723	0	Train
-138.0386792	-1.295564571	1	Train
80.89979524	5.068002555	0	Train
615.1680480099999	3.554282677	1	Train
10.383437089999989	-7.4079681	1	Train
32.30368095999999	-0.175165048	0	Train
337.93120323	8.028994819	0	Train
-146.01294711000006	-1.373444436	0	Train
-173.59820376	-0.978491108	1	Train
465.75097818	-2.353712923	1	Train
356.79031518	-2.519832799	0	Train
342.13163660000004	-7.288120911	1	Train
58.916470449999984	-8.214209496	1	Train
-70.60702988	0.523391442	0	Train
615.1516342	1.665064054	1	Train
7.545346590000001	0.234878117	0	Train
-330.55370848	2.164223292	1	Train
411.9694781	-4.159198675	0	Train
558.7687405	3.844257684	1	Train
262.71005856	-1.344082218	0	Train
578.1756047599999	-2.374285241	1	Train
241.65204865	-4.677869333	1	Train
263.73102501	-2.027240133	0	Train
630.65182527	-0.737803885	1	Train
470.16930446999993	-0.641613892	0	Train
389.82384172	6.395481845	0	Train
-37.450367950000015	6.204996006	0	Train
157.69136450000002	-2.070536458	1	Train
440.57911923	-1.435724805	0	Train
380.69065941	5.52607191	0	Train
47.37108254000002	-5.806623218	1	Train
542.4284483499999	1.510825736	1	Train
440.17627147	-5.938598297	1	Train
686.9975162100001	3.942253575	1	Train
109.78119373	-6.674774094	1	Train
-63.06522448999999	2.759592551	0	Train
371.24881049	7.660376976	0	Train
212.2248883	-9.75880508	1	Train
-10.13056201000002	-2.830317371	1	Train
211.54848915	4.013974343	0	Train
122.93839604	-5.587485365	1	Train
447.81139659	3.662830541	0	Train
591.75503125	3.162594163	1	Train
525.0443354500001	6.45115872	1	Train
3.711104710000008	-2.440095222	0	Train
227.04602134	-7.238415231	1	Train
351.82284659	-7.741780154	1	Train
257.84447931	-0.699007942	0	Train
321.89252876	-3.227124746	0	Train
66.08189773999999	-7.745766219	1	Train
546.67041636	-1.767988224	1	Train
414.70956223	-8.310949308	1	Train
133.52145951	8.177390828	0	Train
595.94010494	-3.037086598	1	Train
349.6673641	-5.095199744	1	Train
598.96268149	0.603369131	1	Train
501.30158397	-5.35570832	1	Train
195.25284398	7.229056409	0	Train
67.06653594	-4.883462855	0	Train
584.4233184	-4.482353196	1	Train
257.61554794999995	3.261035852	0	Train
-208.43175195	3.928219566	1	Train
404.75217031	4.523982197	0	Train
-94.26633093000004	7.297802299	0	Train
-62.96068369000001	-4.15873296	1	Train
286.52012141	-5.843620015	1	Train
212.62511925	9.822468591	0	Train
486.38387004	-7.320396571	1	Train
471.57493681	0.614812254	1	Train
387.89148031	3.94513952	0	Train
15.800813039999994	-7.755684565	1	Train
-3.571632220000012	1.864105612	0	Train
-96.01764385	1.009253892	1	Train
588.74661199	-4.390922726	1	Train
-94.96298815000004	-7.434011004	1	Train
530.94895998	0.456771473	1	Train
239.35489134	-6.242644301	1	Train
397.5595931	-8.53800937	1	Train
30.188132	4.037331532	0	Train
-40.54777989000002	4.693341949	0	Train
-149.81769924999998	-1.889520122	1	Train
-204.15602343	0.273399555	1	Train
109.4229226	1.95924672	0	Train
142.79309692	-1.376055072	0	Train
-17.832924790000007	-7.032970343	1	Train
-159.54677888999998	-2.723691234	1	Train
280.69722783	-3.031626373	0	Train
63.94708695	-3.465828374	1	Train
444.82113071	3.725739018	1	Train
134.29330555	-7.7616681	1	Train
456.32911356	-4.704806439	1	Train
268.63528178	-3.71090619	0	Train
10.451307479999976	5.632940062	0	Train
165.55414418	8.896489674	0	Train
97.89775783	1.33779067	0	Train
210.81485065	-7.331125228	1	Train
468.51985688	0.862170094	1	Train
439.98168421	2.0750189	1	Train
127.08546995	7.227964277	0	Train
348.75417126	-8.015508173	1	Train
-88.43830369	7.566390162	0	Train
458.88862786	4.450499003	0	Train
543.61939559	-0.330992029	1	Train
-50.84903967	6.071676033	0	Train
554.04317105	-5.280140916	1	Train
442.31700804	-4.63811628	1	Train
130.34389043	-1.268802256	0	Train
190.96967446	8.154168645	0	Train
410.64372871	-8.03003687	1	Train
470.13138463	-7.635927675	1	Train
271.46111101	2.723978562	0	Train
184.9250647	4.831541211	0	Train
9.508565609999977	2.990083577	0	Train
478.7269590300001	1.780060983	1	Train
26.777933739999995	-9.401900031	1	Train
37.35774689999999	-2.782368004	1	Train
-161.03080192	-0.931587721	0	Train
388.35354422	6.015458087	0	Train
136.95883247	-5.309969832	0	Train
-21.735347720000007	-2.136546687	1	Train
-18.96725581999999	2.297411941	0	Train
402.03145819	-8.380987795	1	Train
83.67305874	-5.524537274	1	Train
319.88868342	5.754181452	0	Train
468.09611888	4.781660797	0	Train
-113.39476746	2.643196309	0	Train
-142.02403141000002	5.2959838	0	Train
479.53757996	-6.870272996	1	Train
551.3712106400001	0.159626354	1	Train
510.5435678399999	0.389681828	1	Train
207.6895169	-3.464058525	0	Train
117.33597992	4.516473343	0	Train
114.00457863	-9.642138344	1	Train
39.7126365	-2.646190187	0	Train
376.7989771399999	-5.058743332	1	Train
391.91686958	0.226838457	0	Train
68.98779101	0.89196271	0	Train
-139.23819038000002	-2.196258496	1	Train
248.14149231	6.39848827	0	Train
38.87242041	4.575203585	0	Train
448.39316967	-3.805850509	1	Train
450.88957211	-1.035093273	1	Train
325.59598852	5.612686507	0	Train
43.01880397999999	2.102229919	0	Train
344.0567070899999	5.647359416	0	Train
257.53446107	7.053735249	0	Train
240.82631724	-5.40987932	0	Train
-75.51171785000003	0.701749019	1	Train
440.53323857	1.335630426	1	Train
421.34422649	-6.929162646	1	Train
306.77922503	5.676058436	0	Train
-146.24777660000004	-3.496619298	1	Train
486.58324271	-7.148471062	1	Train
12.839773560000005	-3.135310011	0	Train
-74.98361643	2.077344425	0	Train
-49.31062307000002	-1.021167577	1	Train
658.7520011500001	-3.749937868	1	Train
-101.10771779	4.203633619	0	Train
-113.97465291999998	-0.097644106	1	Train
300.55064589	-8.763275151	1	Train
-2.694617270000002	0.066106681	0	Train
45.11338556000001	-3.268135752	1	Train
72.23969385999999	-5.871774051	1	Train
29.354067860000008	7.039539918	0	Train
231.9706087	2.790115503	0	Train
199.09937366	-0.334119464	0	Train
-220.78754554	-0.356040993	1	Train
-106.47082945999998	7.146699415	0	Train
-35.98875941	-1.728007464	1	Train
98.66194271999998	-4.427911773	1	Train
334.80136162	5.254091385	0	Train
-31.445524209999974	-3.144721418	1	Train
256.67909635	2.603925701	0	Train
-129.28060414000004	-0.032371236	1	Train
-46.09720544999999	-2.694062957	1	Train
0.972315650000006	-2.605697112	1	Train
316.89426437	-3.684296613	1	Train
190.10922634	-2.903858418	0	Train
-152.56274974000004	5.063298159	0	Train
-62.886677590000005	5.675694922	0	Train
-129.46653891	4.156861148	1	Train
107.3787819	-7.389330945	1	Train
244.38135705	-1.906347532	0	Train
100.34610204999998	-2.348524324	0	Train
-72.13398516999999	-0.897885809	0	Train
467.3943511700001	-1.482430272	1	Train
-34.369255159999994	4.487419169	0	Train
531.82830383	-8.176697642	1	Train
311.43294697	-0.774399133	0	Train
-114.6730453	-1.533353215	1	Train
-72.59638396	-6.297838806	1	Train
354.96567614	5.853094688	0	Train
604.46241937	-1.770836861	1	Train
451.38737319000006	-3.300925444	0	Train
255.54001491	-4.584418124	1	Train
111.07613052	-8.596903527	1	Train
173.35343386	-8.590237336	1	Train
434.21504669	-8.508669805	1	Train
324.19169031	1.692670875	0	Train
184.56681604	2.867508871	0	Train
383.79586116	-7.93849026	1	Train
621.22243131	-2.181372223	1	Train
340.51497372000006	-4.061531103	0	Train
38.42991793	4.080101631	0	Train
330.16320383000004	-5.289812749	0	Train
-293.30870138	4.537552054	1	Train
310.89479131	-9.57924857	1	Train
355.37733536	6.501680386	0	Train
201.47825149	-0.137022648	0	Train
-24.67241493	1.049558577	0	Train
128.1062831	7.09997255	0	Train
151.71901272999995	-9.790195555	1	Train
-245.75889649	6.5664732	0	Train
-73.80040173999998	1.076845217	0	Train
643.0764444700001	-2.333237456	1	Train
-6.968848140000013	-2.896645322	1	Train
356.123602	-3.557418219	0	Train
487.7843263	-6.691299399	1	Train
270.95208984	-3.424205126	0	Train
162.29083763	-10.93612428	1	Train
-9.144820050000009	-0.516565823	0	Train
23.34960835	6.865492663	0	Train
33.245051389999986	-3.403237562	0	Train
201.05884453	-2.305194714	0	Train
559.23507434	0.583088782	1	Train
344.6853018400001	0.344085292	1	Train
-157.9341415	5.962690463	0	Train
266.74694127	2.511646904	0	Train
364.54293523	2.522591245	0	Train
412.0641993	5.228276464	0	Train
58.14001931999999	3.627705538	0	Train
427.13201612	-8.609536328	1	Train
385.08214406	5.344420196	0	Train
-122.44051976999997	2.383181862	1	Train
-41.96925085000001	-7.374697592	1	Train
464.03498656	-6.330117628	1	Train
118.83214816	0.330088906	0	Train
492.49152957	-2.926316082	1	Train
228.93455134	-1.563105006	1	Train
22.29803692	2.088000825	0	Train
-83.68349313999997	2.129851377	0	Train
-115.65934348	7.840984631	0	Train
-98.02197709000002	0.103604443	1	Train
202.43219714000003	-0.340944072	0	Train
282.62769455	4.692887894	0	Train
347.14424742	-5.554612238	1	Train
-250.25213916	-6.195261137	1	Train
101.54361998	-1.202991901	0	Train
-99.62372780000004	7.742504371	0	Train
75.34329023000001	1.323046053	0	Train
172.95580215	-8.660213451	1	Train
180.09439228000002	-3.568362271	0	Train
323.46485959	-3.736515588	1	Train
579.21816446	1.539183027	1	Train
421.92150115999993	-1.909510213	0	Train
-144.92785358999998	7.183329389	0	Train
272.48800436	8.533515619	0	Train
-202.66664736	3.850235767	1	Train
-165.00907726999995	2.985656137	0	Train
126.60377496	-0.417009282	0	Train
493.78344733	-1.394804917	1	Train
445.30044885	-7.702403249	1	Train
43.68966010999999	-8.949047818	1	Train
-312.02642565	4.587987021	1	Train
164.33767599	8.213999994	0	Train
400.0507965000001	0.922149507	1	Train
83.37718323	-2.133958698	0	Train
256.24243103000003	5.173116437	0	Train
317.296373	-4.70920069	1	Train
308.08590782	0.21931636	0	Train
216.38724342	-5.675887358	0	Train
54.318036329999984	2.67358151	0	Train
-147.71019658000006	-0.340092475	1	Train
-355.43399278999993	1.616395808	1	Train
-238.22113703	1.038153695	1	Train
271.76697419	-8.047352339	1	Train
514.63444596	-2.606526642	1	Train
138.25253971	-1.450476727	0	Train
390.07467958	-3.153342009	0	Train
36.40798297999999	-1.147640924	0	Train
413.5982061100001	-7.361539042	1	Train
545.98871051	-2.333452418	1	Train
276.9499256	-0.361064677	0	Train
-158.33118282999993	5.36400259	0	Train
53.81227953999999	5.298859607	0	Train
150.9508643	-7.194320629	1	Train
286.32144412	-7.658764122	1	Train
261.25496184	6.716108278	0	Train
484.73076649	-9.108221549	1	Train
246.80997268	-3.243356535	0	Train
101.69678523	-6.720705595	1	Train
277.4048283	-9.544559388	1	Train
-281.06426967000004	3.176009498	1	Train
641.92481448	-2.622455086	1	Train
-213.1176916	5.370709578	1	Train
438.35090282	-4.74263809	1	Train
437.73741211	-9.412661735	1	Train
136.11065052	9.240015019	0	Train
492.51259761000006	2.378062837	1	Train
358.20872448	5.563068722	0	Train
-16.52662098000001	7.775032485	0	Train
430.50399326	-2.527091307	1	Train
28.044476220000007	8.28924415	0	Train
106.45044848	5.75554083	0	Train
113.61027857	-8.47885531	1	Train
360.30030215	-1.338949282	0	Train
122.32244994	1.457491796	0	Train
427.11546315	-3.354322304	1	Train
-52.00380852999999	5.143601743	0	Train
225.53128812	-10.09707767	1	Train
215.50013601	5.943014273	0	Train
361.26249443	1.864570814	0	Train
252.32371665	-1.863281491	0	Train
355.96423769	5.653325286	0	Train
-349.91052351	1.269792495	1	Train
630.74159257	5.643491457	1	Train
388.45431251	-10.02495584	1	Train
546.9285480799999	2.715563562	1	Train
294.77739407	-1.989906994	0	Train
16.329689989999984	-1.791720786	0	Train
245.53838775	-5.626953015	1	Train
-11.039361370000025	-0.052997409	0	Train
-109.17101821	6.83086841	0	Train
174.11000667	0.693422522	0	Train
345.78980097	2.088303525	0	Train
557.39844612	3.325986224	1	Train
452.70590502	0.472226509	0	Train
484.96702839000005	1.545439877	1	Train
174.05938498	7.011143827	0	Train
614.15086821	-9.449096062	1	Train
91.3567766	-6.259269519	1	Train
227.04617163	5.189324041	0	Train
456.73007475	-3.101690564	0	Train
85.95905875	7.601104795	0	Train
203.84813859	-7.391809893	1	Train
15.063224649999997	-1.948677595	0	Train
33.09279264	-0.042595422	0	Train
-72.56267448	-0.5510812	1	Train
-71.11324769000001	-9.64736445	1	Train
20.207891590000024	-2.784477852	1	Train
271.82853842	-5.590700503	1	Train
528.1382636999999	0.426974251	1	Train
-200.48024433	3.52383256	0	Train
266.00776465	-1.803967709	0	Train
-341.38844925	2.327940257	1	Train
-10.56303594	-0.779178989	0	Train
379.63886685	-8.546341372	1	Train
471.90364127	-6.46131116	1	Train
525.58126954	3.884247486	1	Train
289.56829143	1.483836155	0	Train
385.87834394	-1.002742871	0	Train
110.66424359	0.672103202	0	Train
-177.13831082000002	0.042123756	1	Train
620.97501701	4.760321337	1	Train
-327.40479698	4.206849025	1	Train
166.91308386	8.14160398	0	Train
323.21433792	2.89250491	0	Train
353.29679368000006	6.278217682	0	Train
356.76354934999995	-1.397795512	0	Train
315.28225705	5.661867899	0	Train
332.02245549	1.215528028	0	Train
219.57826965	0.127887615	0	Train
190.8141339	-4.35314649	1	Train
-81.35219984	1.987192069	1	Train
0.3965802800000091	7.569230189	0	Train
165.68245264	2.724468303	0	Train
25.245297880000017	9.539129605	0	Train
31.102948490000017	1.981397085	0	Train
328.16220482999995	8.305179721	0	Train
48.63374107	-5.224019649	1	Train
324.40845581	-7.88052516	1	Train
-221.84602604000003	5.154210816	0	Train
306.66819145	-8.644168114	1	Train
625.36001539	-5.009842379	1	Train
18.91625586	-6.223872327	1	Train
599.2914908800001	-4.09067571	1	Train
488.90646816	2.247574372	1	Train
336.75139712	1.218897435	1	Train
6.869790239999986	-7.268338632	1	Train
-225.98306755	0.40383614	1	Train
322.34896397	6.712620189	0	Train
507.16816826	-5.347801898	1	Train
79.63959763	-2.593783435	0	Train
463.08223175	-0.255320391	0	Train
194.68430552	-0.166529996	0	Train
-5.968851939999993	6.673164137	0	Train
-71.23481354000003	-3.613264028	1	Train
582.2214070800001	-6.70945022	1	Train
345.49201845000005	5.407516432	0	Train
112.54989918	4.088828622	0	Train
179.04356362	6.781607454	0	Train
-262.14329921	4.155526523	1	Train
-252.78981535	1.244164506	1	Train
290.74209637	-6.254452768	1	Train
620.02891605	-5.69213889	1	Train
420.30647019	-5.094868407	1	Train
209.27233471	-5.407874017	1	Train
-105.76834607	5.039010526	0	Train
186.74507520000003	1.177491749	0	Train
-267.56033496000003	3.524271119	1	Train
235.05444456	-4.709295928	1	Train
390.66007999	-5.420570531	1	Train
424.7020456400001	0.732908859	1	Train
-221.57568386999995	2.004413292	1	Train
581.3324204500001	-3.085803322	1	Train
381.02807628	4.824471323	0	Train
-73.06481017	-1.156013891	1	Train
580.30079307	0.783053826	1	Train
-307.94354209000005	1.507410667	1	Train
397.10702756	-3.357399188	0	Train
336.30097176000004	8.617060298	0	Train
271.13917471	8.268479893	0	Train
169.63601462999998	-10.05138277	1	Train
87.71070263000001	10.55834151	0	Train
47.49838495999998	-2.195009163	0	Train
5.552872119999989	-1.81324181	1	Train
-59.32643909000001	7.893573167	0	Train
-21.2336972	-0.110309342	0	Train
409.98222843	-0.589746343	0	Train
-101.89154628999998	-2.711949387	1	Train
53.04272943	-8.701369379	1	Train
222.98535081	-5.349271678	1	Train
105.02720232	8.672050453	0	Train
263.34393425	5.67220227	0	Train
334.97468008	-3.205400687	0	Train
65.59016447	0.650154025	0	Train
241.87604039	-1.59897454	0	Train
-246.30326304000005	4.540724571	1	Train
416.07470888	2.681913101	1	Train
1.293481319999998	-7.687268468	1	Train
560.59399099	-4.625929405	1	Train
252.90528449	6.730962438	0	Train
82.35564887	-2.092129979	1	Train
-30.255072079999977	1.032253201	0	Train
488.4009640700001	1.693023502	0	Train
-107.35228206000002	0.606322757	1	Train
274.97534096000004	-10.46073876	1	Train
-56.63319966	-3.631976845	1	Train
468.57069606	-5.678526771	1	Train
344.15500326000006	8.353555238	0	Train
174.02955819	1.606829831	0	Train
-195.14068997	2.959901243	1	Train
84.10092694999999	5.165655821	0	Train
58.80108322000001	6.256748223	0	Train
-229.98548569000005	2.433422549	1	Train
290.63003631	-3.862260945	0	Train
-24.625320259999988	3.043738713	0	Train
63.73499899	0.776523787	0	Train
553.31817258	-5.046728119	1	Train
666.6161419800001	-2.708330594	1	Train
70.66602743	-0.203257962	0	Train
453.39942694	-6.956035817	1	Train
104.16949666	-1.887379852	1	Train
-136.1975266	-0.874839699	1	Train
145.48211549	-8.22181012	1	Train
368.22411413	-1.775088254	0	Train
33.60228442	-4.873145264	1	Train
442.33668161	-3.35892437	1	Train
142.35525364	-3.313379021	0	Train
-100.75383006	-4.097244664	1	Train
254.38401699	-5.197646188	0	Train
-233.56466808	5.771244073	1	Train
265.54698286	-5.524024958	1	Train
52.697754240000016	-0.200551624	0	Train
375.30625633	7.026382815	0	Train
-70.19883775999998	-0.540350464	0	Train
163.06794613	5.403963758	0	Train
137.69807496	-2.575552983	0	Train
303.13572972	7.743138143	0	Train
438.44342322	-2.32672407	0	Train
-152.36659462000003	4.342654348	0	Train
113.15831923	-1.002560201	1	Train
-149.40405916999998	3.083871838	0	Train
101.67426105	7.450484166	0	Train
59.63324083999999	7.969777839	0	Train
191.79295293	-5.32832449	1	Train
145.79066387	-4.368218432	1	Train
534.99142295	0.449426771	1	Train
88.63704602000001	6.581779659	0	Train
11.451680350000004	-3.299921101	1	Train
369.24555518	-4.963610978	1	Train
83.05006461999999	-4.247659174	0	Train
249.74401918	-3.024942808	0	Train
89.68945913	5.080607263	0	Train
314.01992325	-6.122786984	1	Train
537.84745074	3.555492666	1	Train
150.19241094	1.966477401	0	Train
30.55766360999999	8.902142116	0	Train
134.64177590999998	-2.070214006	0	Train
114.74864419	1.541679363	0	Train
-148.83453210000005	1.339854331	1	Train
366.17981635	-5.13080651	0	Train
-88.2432762	-0.989963573	1	Train
116.11740424	-8.254872417	1	Train
332.22054653	5.268556579	0	Train
176.00076805999998	5.126172755	0	Train
-208.97686750000005	1.501236879	1	Train
52.54343105	-5.012805945	1	Train
-0.772138389999995	-7.633097789	1	Train
391.59272744	-6.492785686	1	Train
-77.95792693	4.166612894	0	Train
321.29940357	5.362693453	0	Train
-255.97855006	8.019812447	0	Train
248.94416572	5.769196615	0	Train
386.32692781	3.814629476	0	Train
206.79358599	4.903446495	0	Train
369.6116785600001	-3.858154147	0	Train
73.92403036	-6.860222457	0	Train
637.87776259	-3.365556935	1	Train
459.15941341	-4.156618059	1	Train
303.48424915	-3.692200272	0	Train
-31.65596199	1.881103886	0	Train
525.58818267	-6.077040067	1	Train
523.40721269	-2.3902846	1	Train
101.46743002	-9.014921009	1	Train
40.60569789999998	1.130961803	0	Train
148.96151092	-8.265164608	1	Train
-203.86507732	2.408557942	1	Train
206.47521549	5.576460801	0	Train
152.20452839	1.997644606	0	Train
-222.84054873	5.722642256	0	Train
176.09335461	-2.605740909	0	Train
-130.24543219999995	-6.901279375	1	Train
459.27410239	5.545031084	0	Train
410.92289641	5.459871883	0	Train
352.02487954000003	-0.67541435	0	Train
546.63742375	1.380898712	1	Train
46.33250171	-7.890830698	1	Train
488.73520581	-4.394045416	1	Train
98.31840008000002	5.630354437	0	Train
542.85773182	-3.388228941	1	Train
229.11886596	-2.574505836	0	Train
7.383166250000023	-0.054392437	0	Train
431.42348232000006	-3.414250649	0	Train
185.14727137	-1.116589204	0	Train
-272.79951051	2.569797751	1	Train
602.33994048	-3.111905561	1	Train
513.2723555800001	1.732454827	1	Train
170.57324918	-7.496809449	1	Train
164.97821015	-4.42677569	1	Train
